molecule_chembl_id,smiles,standard_type,standard_relation,standard_value,standard_units
CHEMBL3609650,CC(=O)NCCCC[C@H](NC(=O)[C@H](CCCCNC(C)=S)NC(=O)[C@H](CCc1ccccc1)NC(C)=O)C(N)=O,IC50,'=',5520,nM
CHEMBL4159477,Cc1cc(C)nc(SCC(=O)Nc2cccc(COc3cccc(NC(=O)c4cnn(C)c4)c3)c2)n1,IC50,'=',93325.43,nM
CHEMBL4446458,CC[C@H](C)[C@H](NC(=O)[C@H](CCCNC(=N)N)NC(C)=O)C(=O)N[C@@H](CCCCNC(=O)Cc1ccc(/N=N/c2ccc(O)cc2)cc1)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](Cc1ccc(O)cc1)C(N)=O,IC50,'=',19,nM
CHEMBL4461872,CC[C@H](C)[C@H](NC(=O)[C@H](CCCNC(=N)N)NC(C)=O)C(=O)N[C@@H](CCCCNC(=O)Cc1ccc(/N=N/c2ccc(N(CC)CC)cc2)cc1)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](Cc1ccc(O)cc1)C(N)=O,IC50,'=',190,nM
CHEMBL4639515,CSCC[C@@H]1NC(=O)[C@@H](NC(=O)[C@H](CCCCNC(C)=S)NC(=O)[C@H](CCCCN)NC(=O)[C@H](Cc2c[nH]cn2)NC(C)=O)Cc2ccc(cc2)OCCCCCNC1=O,IC50,'=',115100,nM
CHEMBL1797737,O=C1Oc2ccc3ccccc3c2CC1C(=O)c1ccccc1,IC50,'=',178700,nM
CHEMBL4562248,COC(=O)[C@H](Cc1cn(C(c2ccccc2)(c2ccccc2)c2ccccc2)cn1)NCc1cnc2ccccc2c1,IC50,'=',3300,nM
CHEMBL4522115,COC(=O)[C@H](Cc1cn(C(c2ccccc2)(c2ccccc2)c2ccccc2)cn1)NCc1ccc2ccccc2n1,IC50,'=',2500,nM
CHEMBL4449841,COC(=O)[C@H](Cc1cn(C(c2ccccc2)(c2ccccc2)c2ccccc2)cn1)NCc1cccc(Br)n1,IC50,'=',7500,nM
CHEMBL4527063,COC(=O)[C@H](Cc1cn(C(c2ccccc2)(c2ccccc2)c2ccccc2)cn1)NCc1ccncc1Br,IC50,'=',6700,nM
CHEMBL3604373,COC(=O)[C@H](Cc1cn(C(c2ccccc2)(c2ccccc2)c2ccccc2)cn1)NCc1cc(N(C)C)cc(CN[C@@H](Cc2cn(C(c3ccccc3)(c3ccccc3)c3ccccc3)cn2)C(=O)OC)n1,IC50,'=',8800,nM
CHEMBL4102380,CC(C)(C)OC(=O)Nc1ccc2c(c1)C(NC(=O)Nc1cccc(C#N)c1)CC(C)(C)O2,IC50,'=',4200,nM
CHEMBL4084417,CC(C)(C)OC(=O)Nc1ccc2c(c1)C(NC(=O)Nc1cccc([N+](=O)[O-])c1)CC(C)(C)O2,IC50,'=',99800,nM
CHEMBL4448993,CC[C@H](C)[C@H](NC(=O)[C@H](CCCNC(=N)N)NC(C)=O)C(=O)N[C@@H](CCCCNC(=O)c1ccc(/N=N/c2ccc(N(C)C)cc2)cc1)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](Cc1ccc(O)cc1)C(N)=O,IC50,'=',430,nM
CHEMBL4173707,Cc1cc(C)cc(OCC(=O)Nc2cccc(COc3ccc(NC(=O)c4cccs4)cc3)c2)c1,IC50,'>',301995.17,nM
CHEMBL4162839,Cc1cc(C)nc(SCC(=O)Nc2cccc(COc3cccc(NC(=O)c4ccccn4)c3)c2)n1,IC50,'>',300000,nM
CHEMBL4161387,Cc1cc(C)nc(SCC(=O)Nc2cccc(COc3cccc(NC(=O)C4CCOCC4)c3)c2)n1,IC50,'=',168800,nM
CHEMBL3358381,O=C(Nc1ccccn1)c1cccc(-c2ccc3ccccc3c2)c1,IC50,'=',22000,nM
CHEMBL4170414,CCOCC(=O)Nc1ccc(OCc2cccc(NC(=O)CSc3nc(C)cc(C)n3)c2)cc1,IC50,'=',109500,nM
CHEMBL4635773,CSCC[C@@H]1NC(=O)[C@@H](NC(=O)[C@H](CCCCNC(C)=S)NC(=O)[C@H](CCCCN)NC(=O)[C@H](Cc2c[nH]cn2)NC(C)=O)Cc2ccc(cc2)OCCCNC1=O,IC50,'=',60800,nM
CHEMBL4161556,Cc1cc(C)nc(SCC(=O)Nc2cccc(COc3ccc(NC(=O)CCCN)cc3)c2)n1,IC50,'=',70794.58,nM
CHEMBL4164971,Cc1cc(C)nc(SCC(=O)Nc2cccc(COc3ccc(NC(=O)CCCNC(=O)OC(C)(C)C)cc3)c2)n1,IC50,'>',300000,nM
CHEMBL4286528,O=C(O)CCNC(=S)NCCCC[C@H](NC(=O)OCc1ccccc1)C(=O)NC1CCSc2ccccc21,IC50,,,
CHEMBL271536,Cc1cccc(C2CC(=O)Oc3ccc4cc(C)ccc4c32)c1,IC50,'=',4400,nM
CHEMBL2171200,CCCn1c(=O)nc2oc3ccccc3cc-2c1=O,IC50,'=',29900,nM
CHEMBL2171196,O=c1nc2oc3ccc4ccccc4c3cc-2c(=O)n1C1CCCCC1,IC50,'=',58500,nM
CHEMBL466754,O=C(NNC(=S)Nc1ccc(C(F)(F)F)cc1)c1nc(-c2cccc3ccccc23)no1,IC50,'=',74000,nM
CHEMBL468178,O=C(NNC(=S)Nc1cccc(C(F)(F)F)c1)c1nc(-c2cccc3ccccc23)no1,IC50,'=',113000,nM
CHEMBL3408822,CC(C)=CCn1c2c(c3cc(-c4cccc(C)c4)ccc31)CN(Cc1ccc(O)cc1)CC2,IC50,,,
CHEMBL3408821,CCCCCCCCn1c2c(c3cc(-c4ccc(S(C)(=O)=O)cc4)ccc31)CNCC2,IC50,'=',3800,nM
CHEMBL3408814,CCCCCCCCn1c2c(c3cc(-c4cnc(N)nc4)ccc31)CN(C(N)=O)CC2,IC50,'=',14000,nM
CHEMBL3408984,CCCCn1c2c(c3cc(-c4cnc(N)nc4)ccc31)CNCC2,IC50,'>',100000,nM
CHEMBL4173306,Cc1cc(C)nc(SCC(=O)Nc2cccc(COc3ccc(NC(=O)CCCN[C@@H]4CCCC[C@H]4O)cc3)c2)n1,IC50,'=',175000,nM
CHEMBL4160492,COc1cccc(SCC(=O)Nc2cccc(COc3ccc(NC(=O)c4cccs4)cc3)c2)c1,IC50,'>',300000,nM
CHEMBL4169706,Cc1cc(C)nc(SCC(=O)Nc2cccc(COc3cccc(NC(=O)c4ccco4)c3)c2)n1,IC50,'=',123026.88,nM
CHEMBL4161387,Cc1cc(C)nc(SCC(=O)Nc2cccc(COc3cccc(NC(=O)C4CCOCC4)c3)c2)n1,IC50,'=',169824.37,nM
CHEMBL3220455,COc1ccc(CC2C(=O)NC(=S)NC2=O)cc1OCc1ccccc1,IC50,'=',5800,nM
CHEMBL3222152,CC(C)(C)NC(=O)c1ccc2c(c1)CCc1ccccc1N2,IC50,'=',100000,nM
CHEMBL597845,,,,,
CHEMBL4449389,CC[C@H](C)[C@H](NC(=O)[C@H](CCCNC(=N)N)NC(C)=O)C(=O)N[C@@H](CCCCNC(=O)CCc1ccc(/N=N/c2ccc(N(C)C)cc2)cc1)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](Cc1ccc(O)cc1)C(N)=O,IC50,'>',2000,nM
CHEMBL245011,CC(C)(NC(=O)/C=C/c1ccc(O)cc1)C(=O)NCCc1c[nH]c2ccc(F)cc12,IC50,'=',80000,nM
CHEMBL244160,O=C(/C=C/c1ccc(OCc2ccccc2)cc1)NC1(C(=O)NCCc2c[nH]c3ccccc23)CCNCC1,IC50,'=',63000,nM
CHEMBL270291,COc1ccc(C2CC(=O)Oc3ccc4cc(Br)ccc4c32)cc1,IC50,'=',5400,nM
CHEMBL438203,Cc1ccc(C2CC(=O)Oc3ccc4cc(Br)ccc4c32)cc1,IC50,'=',1500,nM
CHEMBL510904,CC[C@H](C)[C@H](NC(=O)[C@@H](NC(=O)[C@H](CCCCNC(C)=S)NC(=O)[C@H](CCCCN)NC(=O)[C@@H](N)Cc1cnc[nH]1)[C@@H](C)O)C(=O)O,IC50,'=',7600,nM
CHEMBL447852,CSCC[C@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCCCNC(C)=S)NC(=O)[C@H](CC(=O)O)NC(=O)[C@@H](N)CO)C(=O)O,IC50,'=',92900,nM
CHEMBL491960,O=c1[nH]c(=S)[nH]c(-c2ccccc2)c1Cc1c(O)ccc2ccccc12,IC50,'=',47900,nM
CHEMBL3290222,CCOC(=O)c1ccc2c(c1)nc(-c1ccc([N+](=O)[O-])cc1)n2-c1ccccc1,IC50,,,
CHEMBL3288043,,,,,
CHEMBL371286,CC(NC(=O)c1ccccc1/N=C/c1cccc2ccccc12)c1ccccc1,IC50,,,
CHEMBL3290219,CCOC(=O)c1ccc2c(c1)nc(-c1ccc(O)cc1)n2-c1ccccc1,IC50,,,
CHEMBL4165789,O=C(COc1cccc2ccccc12)Nc1cccc(COc2ccc(NC(=O)c3cccs3)cc2)c1,IC50,'>',300000,nM
CHEMBL4168392,Cc1cc(C)nc(SCC(=O)Nc2cccc(COc3ccc(NC(=O)CNC(=O)OCc4ccccc4)cc3)c2)n1,IC50,'>',301995.17,nM
CHEMBL4212277,CCOC(=O)c1ccc(N2CCN(CCn3c(-c4ccc(-c5ccc(O)c(OC)c5)cc4)nc4cc(C(=O)OCC)ccc43)CC2)c(N)c1,IC50,'=',8610,nM
CHEMBL4216715,CCOC(=O)c1ccc(N2CCN(CCn3c(-c4ccc(-c5ccc(N(C)C)cc5)cc4)nc4cc(C(=O)OCC)ccc43)CC2)c(N)c1,IC50,'=',2920,nM
CHEMBL4218205,CCCCCCCCn1c(-c2ccc(-c3ccc(N4CCCCC4)cc3)cc2)nc2cc(C(=O)OCC)ccc21,IC50,'=',36760,nM
CHEMBL220300,Oc1cccc(/C=N/c2ccc(/N=C/c3cccc(O)c3)c3ccccc23)c1,IC50,'=',195900,nM
CHEMBL3343652,NC(=O)c1cncc(Oc2cccc3c(NC(=O)c4ccccc4)cccc23)c1,IC50,'=',48.3,nM
CHEMBL3805224,CC(C)c1ccc(C(=O)Nc2cccc(COc3cncc(C(N)=O)c3)c2)cc1,IC50,'=',94.7,nM
CHEMBL3805831,C#Cc1ccc(C(=O)Nc2cccc(COc3cncc(C(N)=O)c3)c2)cc1,IC50,'=',41.5,nM
CHEMBL4583887,Cc1cc(C)nc(SCC(=O)Nc2cccc(Sc3ccccc3)c2)n1,IC50,'=',62100,nM
CHEMBL1254034,COC(=O)[C@H](C)NC(=O)[C@H](CCCCNS(=O)(=O)c1ccc([N+](=O)[O-])cc1)NC(=O)[C@H](C)NC(C)=O,IC50,,,
CHEMBL1254126,CP(C)(=S)NCCCC[C@H](NC(=O)OCc1ccccc1)C(=O)Nc1ccccc1,IC50,,,
CHEMBL1253941,COC(=O)[C@H](C)NC(=O)[C@H](CCCCNS(=O)(=O)C(F)(F)F)NC(=O)[C@H](C)NC(C)=O,IC50,,,
CHEMBL1254693,COC(=O)[C@H](C)NC(=O)[C@H](CCCCNC(=O)c1ccccc1)NC(=O)[C@H](C)NC(C)=O,IC50,,,
CHEMBL1254380,COC(=O)[C@H](C)NC(=O)[C@H](CCCCNC(=O)C=C(C)C)NC(=O)[C@H](C)NC(C)=O,IC50,'=',69000,nM
CHEMBL1254459,CC(=O)N[C@@H](C)C(=O)N[C@@H](CCCCNC(=O)C=C(C)C)C(=O)N[C@@H](C)C(=O)O,IC50,'=',77000,nM
CHEMBL4858009,NC(=O)C1CN(Cc2ccccc2[N+](=O)[O-])c2ccccc2O1,IC50,'=',10600,nM
CHEMBL4874547,NC(=O)C1CN(Cc2ccccc2Br)c2ccccc2O1,IC50,'=',16600,nM
CHEMBL4847946,NC(=O)C1CN(Cc2ccccc2I)c2ccccc2O1,IC50,'>',60000,nM
CHEMBL4846013,CN1CC(C(N)=O)Oc2ccccc21,IC50,'>',60000,nM
CHEMBL4851191,CC(=O)N1CC(C(N)=O)Oc2ccccc21,IC50,'>',60000,nM
CHEMBL4875158,COc1ccc(NC(=O)N2CC(C(N)=O)Oc3ccccc32)cc1,IC50,'>',60000,nM
CHEMBL4073451,O=c1c2c3c(sc2ncn1Cc1cccc2ccccc12)CC(Nc1ccc(F)cc1)CC3,IC50,,,
CHEMBL4062401,O=c1c2c3c(sc2ncn1Cc1cccc2cccnc12)CC(NCCN1CCOCC1)CC3,IC50,,,
CHEMBL4084112,O=c1c2c3c(sc2ncn1Cc1cccc(-c2ccccc2)c1)CC(NCCN1CCOCC1)CC3,IC50,'=',3140,nM
CHEMBL4092955,O=c1c2c3c(sc2ncn1Cc1cccc2cccnc12)CC(Nc1ccc2c(c1)OCO2)CC3,IC50,,,
CHEMBL4083885,COc1ccc(CNC2CCc3c(sc4ncn(Cc5ccc6ccccc6c5)c(=O)c34)C2)cc1,IC50,'=',3820,nM
CHEMBL4078167,O=c1c2c3c(sc2ncn1Cc1ccccc1)CC(NCc1ccncc1)CC3,IC50,,,
CHEMBL4068379,O=c1c2c3c(sc2ncn1Cc1ccc2ccccc2c1)CC(NCC1CCOC1)CC3,IC50,,,
CHEMBL4175593,Cn1nnnc1SCC(=O)Nc1cccc(COc2ccc(NC(=O)c3cccs3)cc2)c1,IC50,'=',44450,nM
CHEMBL4160492,COc1cccc(SCC(=O)Nc2cccc(COc3ccc(NC(=O)c4cccs4)cc3)c2)c1,IC50,'>',301995.17,nM
CHEMBL4169477,CNC(=S)NCCC(=O)Nc1ccc(OCc2cccc(NC(=O)CSc3nc(C)cc(C)n3)c2)cc1,IC50,'=',11700,nM
CHEMBL4171986,Cc1cc(C)nc(SCC(=O)Nc2cccc(COc3ccc(NC(=O)C4CCOCC4)cc3)c2)n1,IC50,'=',1320,nM
CHEMBL4170003,C/C=C/C(=O)Nc1ccc(OCc2cccc(NC(=O)CSc3nc(C)cc(C)n3)c2)cc1,IC50,'=',89125.09,nM
CHEMBL4168392,Cc1cc(C)nc(SCC(=O)Nc2cccc(COc3ccc(NC(=O)CNC(=O)OCc4ccccc4)cc3)c2)n1,IC50,'>',300000,nM
CHEMBL200850,O=C1NC(=S)NC(=O)C1=Cc1ccc(-c2ccc(Cl)c(Cl)c2)o1,IC50,'=',1500,nM
CHEMBL200192,O=C1NC(=S)NC(=O)C1=Cc1ccc(-c2ccc(Cl)cc2)o1,IC50,'=',6500,nM
CHEMBL3220458,O=C1NC(=S)NC(=O)C1=Cc1ccc(OCc2ccccc2)c(OCc2ccccc2)c1,IC50,'=',3981.07,nM
CHEMBL3105179,CCOC(=O)c1ccc2c(c1)nc(-c1ccc(OC)cc1)n2CCO,IC50,,,
CHEMBL4170094,Cc1cc(C)nc(SCC(=O)Nc2cccc(COc3ccc(NC(=O)c4cnn(C)c4)cc3)c2)n1,IC50,'=',815,nM
CHEMBL4172874,Cc1cc(C)nc(SCC(=O)Nc2cccc(COc3ccc(NC(=O)CCN)cc3)c2)n1,IC50,'=',300000,nM
CHEMBL4161780,Cc1cc(C)nc(SCC(=O)Nc2cccc(COc3ccc(NC(=O)c4ccco4)cc3)c2)n1,IC50,'=',3090.3,nM
CHEMBL560337,Cc1cccc(Nc2ccccc2C(N)=O)c1,IC50,'=',72000,nM
CHEMBL2152578,N#Cc1ccc(Nc2ccccc2C(N)=O)cc1,IC50,'=',93000,nM
CHEMBL2152582,NC(=O)c1ccccc1Nc1ccc2ccccc2c1,IC50,'>',100000,nM
CHEMBL2152583,NC(=O)c1ccccc1NCc1ccccc1,IC50,'>',100000,nM
CHEMBL2152625,NC(=O)c1ccccc1Nc1cccc(OCCc2ccc(Cl)cc2)c1,IC50,'=',830,nM
CHEMBL2152626,NC(=O)c1ccccc1Nc1cccc(OCCc2ccccc2Br)c1,IC50,'=',1100,nM
CHEMBL2152628,NC(=O)c1ccccc1Nc1cccc(OCCc2ccc(Br)cc2)c1,IC50,'=',1200,nM
CHEMBL2152605,CN(Cc1ccccc1)C(=O)c1cccc(Nc2ccccc2C(N)=O)c1,IC50,'=',40000,nM
CHEMBL2152620,NC(=O)c1ccccc1Nc1cccc(OCCc2ccc(C(F)(F)F)cc2)c1,IC50,'=',1400,nM
CHEMBL4225467,Cc1cc(C)nc(SCC(=O)Nc2ncc(Cc3cccc(OCc4cn(CCCCNC(=O)COc5cccc6c5C(=O)N(C5CCC(=O)NC5=O)C6=O)nn4)c3)s2)n1,IC50,'=',250,nM
CHEMBL3770049,Cc1cc(C)nc(SCC(=O)Nc2ncc(Cc3cccc4ccc(Cl)cc34)s2)n1,IC50,'=',180,nM
CHEMBL3290210,CCOC(=O)c1ccc2c(c1)nc(-c1ccc(N(C)C)cc1)n2CCCN1CCCC1=O,IC50,'=',52780,nM
CHEMBL3343653,Cc1ccc(C(=O)Nc2cccc3c(Oc4cncc(C(N)=O)c4)cccc23)cc1,IC50,'=',77.4,nM
CHEMBL3290209,CCOC(=O)c1ccc2c(c1)nc(-c1ccccc1)n2CCCN1CCCC1=O,IC50,,,
CHEMBL3290211,CCOC(=O)c1ccc2c(c1)nc(-c1ccc(O)cc1)n2CCCN1CCCC1=O,IC50,,,
CHEMBL3290213,CCOC(=O)c1ccc2c(c1)nc(-c1ccc(C(F)(F)F)cc1)n2CCCN1CCCC1=O,IC50,,,
CHEMBL4175593,Cn1nnnc1SCC(=O)Nc1cccc(COc2ccc(NC(=O)c3cccs3)cc2)c1,IC50,'=',44668.36,nM
CHEMBL3770903,Cc1cc(C)nc(SCC(=O)Nc2ncc(Cc3cccc4ccccc34)s2)n1,IC50,'=',3380,nM
CHEMBL4438193,CCCCCCCCCCCCCC(=S)NCCCC[C@H](NC(=O)[C@@H](NC(=O)[C@H](CCCNC(=N)N)NC(C)=O)[C@@H](C)CC)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](Cc1ccc(O)cc1)C(N)=O,IC50,'=',22,nM
CHEMBL4529328,CC[C@H](C)[C@H](NC(C)=O)C(=O)N[C@@H](CCCCNC(=O)Cc1ccc(/N=N/c2ccccc2)cc1)C(=O)N[C@@H](CCCNC(=N)N)C(N)=O,IC50,'=',63,nM
CHEMBL4438193,CCCCCCCCCCCCCC(=S)NCCCC[C@H](NC(=O)[C@@H](NC(=O)[C@H](CCCNC(=N)N)NC(C)=O)[C@@H](C)CC)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](Cc1ccc(O)cc1)C(N)=O,IC50,'=',44,nM
CHEMBL4464941,C[C@H](NC(=O)[C@H](CCCCNC(=O)Cc1ccc(/N=N/c2ccc(OCCc3ccccc3)cc2)cc1)NC(=O)OCc1ccccc1)C(N)=O,IC50,'>',2000,nM
CHEMBL4448993,CC[C@H](C)[C@H](NC(=O)[C@H](CCCNC(=N)N)NC(C)=O)C(=O)N[C@@H](CCCCNC(=O)c1ccc(/N=N/c2ccc(N(C)C)cc2)cc1)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](Cc1ccc(O)cc1)C(N)=O,IC50,'=',1600,nM
CHEMBL4461872,CC[C@H](C)[C@H](NC(=O)[C@H](CCCNC(=N)N)NC(C)=O)C(=O)N[C@@H](CCCCNC(=O)Cc1ccc(/N=N/c2ccc(N(CC)CC)cc2)cc1)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](Cc1ccc(O)cc1)C(N)=O,IC50,'=',260,nM
CHEMBL3233733,Cc1ccc(-c2[nH][nH]c(=O)c2Cc2c(O)ccc3cc(-c4ccccc4)ccc23)cc1,IC50,'=',32000,nM
CHEMBL4218670,CCCCCCCCn1c(-c2ccc(-c3ccc(N(C)C)cc3)cc2)nc2cc(C(=O)OCC)ccc21,IC50,'=',38100,nM
CHEMBL4214892,CCOC(=O)c1ccc(N2CCN(CCn3c(-c4ccc(-c5ccc(N6CCCCC6)cc5)cc4)nc4cc(C(=O)OCC)ccc43)CC2)c(N)c1,IC50,'=',13480,nM
CHEMBL242867,CC(C)(NC(=O)/C=C/c1ccc(O)cc1)C(=O)NCCc1c[nH]c2ccccc12,IC50,'=',50000,nM
CHEMBL4449389,CC[C@H](C)[C@H](NC(=O)[C@H](CCCNC(=N)N)NC(C)=O)C(=O)N[C@@H](CCCCNC(=O)CCc1ccc(/N=N/c2ccc(N(C)C)cc2)cc1)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](Cc1ccc(O)cc1)C(N)=O,IC50,'=',1100,nM
CHEMBL4288567,CCCCCCCNC(=O)NCCCC[C@H](NC(=O)OCc1ccccc1)C(=O)Nc1ccccc1,IC50,'=',200,nM
CHEMBL4287164,CCOC(=O)CCNC(=S)NCCCC[C@H](NC(=O)OCc1ccccc1)C(=O)Nc1cccc(O)c1,IC50,'=',7050,nM
CHEMBL4167005,Cc1cc(C)nc(SCC(=O)Nc2cccc(COc3cccc(NC(=O)C4CCCN4C(=O)OC(C)(C)C)c3)c2)n1,IC50,'=',15135.61,nM
CHEMBL4166294,Cc1cc(C)nc(SCC(=O)Nc2cccc(COc3cccc(NC(=O)c4cccs4)c3)c2)n1,IC50,'=',128824.96,nM
CHEMBL4476189,Cc1cc(C)nc(SCC(=O)Nc2ccc(Sc3ccccc3)cc2)n1,IC50,'=',1320,nM
CHEMBL4438364,CCCCCCCCCCCCNC(=O)CCCCC[C@@H]1NC(=O)[C@H](CCCNC(=N)N)NC(=O)CNC(=O)CCC(=O)NCC(=O)NCCCC[C@@H](C(N)=O)NC1=O,IC50,'=',550,nM
CHEMBL220456,O=C1NC(=O)C(c2c[nH]c3cccc(F)c23)=C1c1cn(CCOC(CCO)C2COC3(CCCCC3)O2)c2ccccc12,IC50,'=',2500,nM
CHEMBL3770486,Cc1cc(C)nc(SCC(=O)Nc2ncc(Cc3ccc4ccccc4c3)s2)n1,IC50,'=',400,nM
CHEMBL3220454,CC(C)Oc1ccc(C=C2C(=O)NC(=S)NC2=O)cc1,IC50,'=',5888.44,nM
CHEMBL3219551,CCOc1ccc(Cn2c(-c3ccccc3)c(Cc3c(OC)ccc4ccccc34)c(=O)[nH]c2=S)cc1,IC50,'=',16000,nM
CHEMBL3219552,CCCOc1ccc(Cn2c(-c3ccccc3)c(Cc3c(OC)ccc4ccccc34)c(=O)[nH]c2=S)cc1,IC50,'=',11000,nM
CHEMBL4856119,NC(=O)C1CN(Cc2ccccc2N)c2ccccc2O1,IC50,'=',36100,nM
CHEMBL4446030,CCOC(=O)c1ccc2[nH]c(-c3ccc4c(c3)OCO4)nc2c1,IC50,'=',5600,nM
CHEMBL3770486,Cc1cc(C)nc(SCC(=O)Nc2ncc(Cc3ccc4ccccc4c3)s2)n1,IC50,'>',200000,nM
CHEMBL2164011,,,,,
CHEMBL2164007,O=C1CC(CCc2c[nH]c3ccccc23)Oc2c(Br)cc(Cl)cc21,IC50,,,
CHEMBL2152595,CC(=O)Nc1ccc(Nc2ccccc2C(N)=O)cc1,IC50,'=',77000,nM
CHEMBL2152618,NC(=O)c1ccccc1Nc1cccc(OCCc2ccccc2C(F)(F)F)c1,IC50,'=',3100,nM
CHEMBL2152623,NC(=O)c1ccccc1Nc1cccc(OCCc2ccccc2Cl)c1,IC50,'=',1500,nM
CHEMBL3105181,CCOC(=O)c1ccc2c(c1)nc(-c1ccc(N3CCCCC3)cc1)n2CCO,IC50,'=',60340,nM
CHEMBL4645240,CSCC[C@@H]1NC(=O)[C@@H](NC(=O)[C@H](CCCCNC(C)=S)NC(=O)[C@H](CCCCN)NC(=O)[C@H](Cc2c[nH]cn2)NC(C)=O)Cc2ccc(cc2)OCCCCCCCNC1=O,IC50,'=',25500,nM
CHEMBL5267372,CCCCCCCCCCCCCC(=S)NCCCC[C@H](NC(=O)CCOCCOCNc1cccc2c1C(=O)N(C1CCC(=O)NC1)C2=O)C(=O)Nc1ccccc1,IC50,'=',170,nM
CHEMBL380797,CC(NC(=O)c1ccccc1/N=C/c1c(O)ccc2ccccc12)c1ccccc1,IC50,'=',45800,nM
CHEMBL2207877,CC[C@@H]1CC(=O)[C@H]2[C@@H](CC=C(C)[C@@H]2O)[C@]1(C)C(=O)C1=C(O)NCC1=O,IC50,'=',4500000,nM
CHEMBL3347530,CCCCCCCCCCC[C@]1(CO)CCCC(=O)O[C@](CO)(CCCCCCCCCCC)CCCC(=O)O1,IC50,'=',2000,nM
CHEMBL4855315,NC(=O)C1CN(Cc2cn(Cc3ccccc3)nn2)c2ccccc2O1,IC50,'=',41900,nM
CHEMBL4761384,CN(C)c1cccc(CNCCSC(c2ccccc2)(c2ccccc2)c2ccccc2)c1,IC50,'>',100000,nM
CHEMBL2152615,Cc1ccccc1CCOc1cccc(Nc2ccccc2C(N)=O)c1,IC50,'=',1800,nM
CHEMBL3288044,,,,,
CHEMBL4449389,CC[C@H](C)[C@H](NC(=O)[C@H](CCCNC(=N)N)NC(C)=O)C(=O)N[C@@H](CCCCNC(=O)CCc1ccc(/N=N/c2ccc(N(C)C)cc2)cc1)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](Cc1ccc(O)cc1)C(N)=O,IC50,'=',300,nM
CHEMBL4447813,CC[C@H](C)[C@H](NC(=O)[C@H](CCCNC(=N)N)NC(C)=O)C(=O)N[C@@H](CCCCNC(=O)Cc1ccc(/N=N/c2ccccc2)cc1)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](Cc1ccc(O)cc1)C(N)=O,IC50,'=',19,nM
CHEMBL4465910,C[C@H](NC(=O)[C@H](CCCCNC(=O)Cc1ccc(/N=N/c2ccc(OCc3ccccc3)cc2)cc1)NC(=O)OCc1ccccc1)C(N)=O,IC50,'>',2000,nM
CHEMBL4464941,C[C@H](NC(=O)[C@H](CCCCNC(=O)Cc1ccc(/N=N/c2ccc(OCCc3ccccc3)cc2)cc1)NC(=O)OCc1ccccc1)C(N)=O,IC50,'>',2000,nM
CHEMBL4471909,C[C@H](NC(=O)[C@H](CCCCNC(=O)CNC(=O)c1ccccc1Nc1cccc(OCCc2ccccc2)c1)NC(=O)OCc1ccccc1)C(N)=O,IC50,'=',370,nM
CHEMBL561194,NC(=O)c1ccccc1Nc1ccccc1,IC50,'=',74000,nM
CHEMBL380797,CC(NC(=O)c1ccccc1/N=C/c1c(O)ccc2ccccc12)c1ccccc1,IC50,'=',49200,nM
CHEMBL4633871,N#C/C(=C\c1coc(-c2cc(Cl)ccc2Cl)c1)C(=O)Nc1cccc2ncccc12,IC50,'=',3500,nM
CHEMBL2164002,CCCCCC1CC(=O)c2ccc(F)cc2O1,IC50,,,
CHEMBL373990,Oc1ccccc1/C=N/c1ccc(/N=C/c2ccccc2O)cc1,IC50,'=',58400,nM
CHEMBL4087179,COc1ccc(NC2CCc3c(sc4ncn(Cc5cccc6ccccc56)c(=O)c34)C2)cc1,IC50,,,
CHEMBL4084259,O=c1c2c3c(sc2ncn1Cc1cccc2ccccc12)CC(NC1CCOCC1)CC3,IC50,,,
CHEMBL4092831,O=c1c2c3c(sc2ncn1Cc1cccc(-c2ccccc2)c1)CC(NC1CCOCC1)CC3,IC50,'=',1740,nM
CHEMBL4065166,COc1ccc2ccccc2c1Cn1cnc2sc3c(c2c1=O)CCC(NCCN1CCOCC1)C3,IC50,,,
CHEMBL4085083,COc1ccc(Cn2cnc3sc4c(c3c2=O)CCC(NCCN2CCOCC2)C4)c2ccccc12,IC50,,,
CHEMBL220354,Oc1ccc(/C=N/c2ccc(/N=C/c3ccc(O)cc3)c3ccccc23)cc1,IC50,'=',137400,nM
CHEMBL2338809,CC(C)(C)C(=O)NCCN1CCN(c2ncnc3cc(C(N)=O)sc23)CC1,IC50,'=',17,nM
CHEMBL384899,CN1C(=O)C(c2cn(Cc3ccccc3)c3ccccc23)=C(c2cn(Cc3ccccc3)c3ccccc23)C1=O,IC50,'=',78300,nM
