DATABASE_ID,SMILES,DRUG_GROUPS
DB13476,CC(C)N(CCC(c1ccccc1)c1ccccc1)C(C)C,experimental
DB13479,c1ccc(CN(CCN2CCCC2)c2ccccc2)cc1,experimental
DB13481,NC(=O)n1c(O)c(C(=O)c2cccs2)c2cc(Cl)ccc21,experimental
DB13482,COc1ccc2c(=O)c(C)c(-c3ccccc3)oc2c1CN(C)C,experimental
DB13485,COc1cc(NS(=O)(=O)c2ccc(N)cc2)nc(C)n1,experimental
DB13488,CN(C)CCCOC1(Cc2ccccc2)CCCCCC1,experimental
DB13489,CN1CCC(N(Cc2ccccc2)c2ccccc2)CC1,experimental
DB13491,CC(=O)C(O)[C@@]1(O)CC[C@H]2[C@@H]3CC=C4CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,experimental
DB13496,CN(C)CCCn1c2c(c3ccccc31)CCCCCC2,experimental
DB13497,CCC(C)C(C(=O)OCC[N+](C)(CC)CC)c1ccccc1,experimental
DB13501,O=C(O)COc1nn(Cc2ccccc2)c2ccccc12,approved; withdrawn
DB13502,CC(C)(C)N1CCC(c2ccccc2)(c2ccccc2)CC1,experimental
DB13504,CON=C(C(=O)NC1C(=O)N2C(C(=O)O)=C(C)CS[C@H]12)c1csc(N)n1,experimental
DB13505,CC[N+](C)(C)C(C)CC(c1ccccc1)c1ccccc1,experimental
DB13506,CC1(C)S[C@@H]2C(NC(=O)C(C(=O)Oc3ccccc3)c3ccccc3)C(=O)N2C1C(=O)O,experimental
DB13507,C[N+]1(C)CCCC1COC(=O)C(O)(c1ccccc1)c1ccccc1,experimental
DB13510,COc1cc(OC)c(C(=O)CCCN2CCCC2)c(OC)c1,experimental
DB13511,COc1cc(N)c(Cl)cc1C(=O)NC1CCN(Cc2ccccc2)CC1,experimental
DB13512,O=C(C(Cl)Cl)N(CCO)Cc1ccc(Oc2ccc([N+](=O)[O-])cc2)cc1,experimental
DB13515,CCC(=O)C(C[C@@H](C)N(C)C)(c1ccccc1)c1ccccc1,experimental
DB13520,CN1C[C@H](CNC(=O)OCc2ccccc2)C[C@@H]2c3cccc4c3c(cn4C)C[C@H]21,approved
DB13523,C=CCN1CCCC1CNC(=O)c1cc(S(N)(=O)=O)cc(OC)c1OC,experimental
DB13528,CC(=O)[C@@]1(O)CC[C@H]2C3=CC(Cl)=C4CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C,experimental
DB13531,O=C(NC(Cc1ccccc1)c1ccccc1)c1cccnc1,experimental
DB13532,NS(=O)(=O)c1cc2c(cc1Cl)NC(CC1CCCC1)NS2(=O)=O,approved
DB13533,C[C@]1(O)CC[C@H]2[C@@H]3CC=C4CC(=O)CCC4[C@H]3CC[C@@]21C,experimental
DB13538,COc1ccccc1OC(=O)c1ccccc1OC(C)=O,experimental
DB13542,C[N+]1(C)CCCCC1COC(=O)C(O)(c1ccccc1)c1ccccc1,experimental
DB13546,CCN(CC)Cc1nccn1-c1ccc([N+](=O)[O-])cc1C(=O)c1ccccc1Cl,experimental
DB13548,N=C(N)c1ccc(OCCCOc2ccc(C(=N)N)cc2Br)c(Br)c1,experimental
DB13550,CNCCCCOc1ccccc1Cc1ccccc1,experimental
DB13552,O=C(CCCN1CCC(O)(c2cccc(C(F)(F)F)c2)CC1)c1ccc(F)cc1,experimental
DB13554,Cc1ccc(C2(O)CCN(CCCC(=O)c3ccc(F)cc3)CC2)cc1,experimental
DB13555,CCC[N@+]12[C@H](O)[C@@H](CC)[C@@H]3C[C@H]1[C@@H]1N(C)c4ccccc4[C@]14C[C@H]2[C@H]3[C@H]4O,experimental
DB13557,CC(=O)OCCN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1,experimental
DB13558,COc1cc(C(=O)c2ccc(Cl)cc2)cc(OC)c1OCCN1CCOCC1,experimental
DB13563,C#C[C@]1(O)CC[C@H]2C3=C(C=C[C@@]21C)C1=C(CC3)CC(=O)CC1,experimental
DB13564,COC(CN1CCN(CC(O)C(OC)c2ccccc2)CC1)c1ccccc1,experimental
DB13565,CCCCCCCCCCCC[N+](CCO)(CCO)Cc1ccccc1,experimental
DB13566,Cc1ccccc1C(O)(c1ccccc1C)C1CN2CCC1CC2,experimental
DB13567,CCCC(=O)c1c(O)cc(OC)c(CC2C(=O)C(C(=O)CCC)C(=O)C(C)(C)C2=O)c1O,experimental
DB13579,COc1ccc2c(=O)c3ccccc3oc2c1CN1CCCCC1,experimental
DB13580,O=C(O)CCC(=O)Nc1ccc(S(=O)(=O)Nc2nccs2)cc1,experimental
DB13581,CCN(CC)CC(C)OC(=O)C1CCCC[C@]1(O)C1CCCCC1,experimental
DB13584,CCN(CC)CCOc1cccc(OCCN(CC)CC)c1OCCN(CC)CC,experimental
DB13586,C[C@]12C=CC(=O)C=C1CC[C@@H]1[C@@H]2CC[C@@]2(C)[C@H]1CC[C@]2(C)O,experimental; withdrawn
DB13587,C[C@H]1CC(=O)C[C@@H]2CC[C@H]3[C@@H]4CC[C@H](O)[C@@]4(C)CC[C@@H]3[C@]21C,experimental
DB13588,CCN(CC)CCOC(=O)C(Cc1cccc2ccccc12)CC1CCCO1,experimental
DB13591,CS(=O)(=O)c1ccc2c(c1)N(CCCN1CCC(C(N)=O)CC1)c1ccccc1S2,experimental
DB13592,CCN(CC)CCn1cnc2c1c(=O)n(C)c(=O)n2C,experimental
DB13596,O=C(O)c1c(O)c(-c2ccccc2)nc2ccccc12,experimental
DB13602,CCC(=O)[C@@]1(C)CC[C@H]2C3=C(CC[C@@]21C)C1=C(CC3)CC(=O)CC1,experimental
DB13605,CCOC(=O)C1(c2ccccc2)CCN(CCC(O)c2ccccc2)CC1,experimental
DB13606,C[C@H]1[C@H]2Cc3ccc(O)cc3[C@]1(C)CCN2CCc1ccccc1,experimental
DB13609,CCOC(=O)c1c(CSc2ccccc2)n(C)c2cc(Br)c(O)c(CN(C)C)c12,investigational
DB13610,CC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CC(C(F)(F)F)=C4CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C,experimental
DB13612,CC(=O)Oc1ccccc1C(=O)O.CC(=O)Oc1ccccc1C(=O)O.NC(N)=O,experimental; investigational
DB13616,N=C(N)c1ccc(CNC(=O)C2CCN2C(=O)C(NCC(=O)O)C2CCCCC2)cc1,experimental
DB13617,NS(=O)(=O)c1cc2c(cc1Cl)CN(C1CCCCC1)C2=O,experimental
DB13618,CC(C)Oc1ccc2c(=O)c(-c3ccccc3)coc2c1,experimental
DB13619,CCN(CC)CCCOC(=O)C1(c2ccccc2)C[C@@H]2CC[C@H]1C2,experimental
DB13623,CCOc1ccc2[nH]c(SCCN3CCOCC3)nc2c1,experimental
DB13630,C[N+](C)(C)CCOC(Cc1ccccc1)c1ccccc1,experimental
DB13635,CCOC(=O)Nc1ccc2c(c1)N(C(=O)CN(C)C)c1ccccc1CC2,experimental
DB13642,OC(CCN1CCCCC1)(c1ccccc1)c1ccccc1,experimental
DB13643,CN1CCN(/C=C2\N=C3CN=C(c4ccccc4Cl)c4cc([N+](=O)[O-])ccc4N3C2=O)CC1,experimental
DB13645,CCOC(=O)Nc1ccc2c(c1)N(C(=O)CCN(CC)CC)c1ccccc1S2,experimental
DB13649,Cc1ccc2c(-c3ccccc3)nc(=O)n(C(C)C)c2c1,experimental
DB13651,CC[C@H]1[C@@H]2C[C@H]3[C@@H]4N(C)c5ccccc5[C@]45C[C@@H]([C@H]2[C@H]5OC(=O)CCl)N3[C@@H]1O,experimental
DB13652,CCCCN(CCN(CC)CC)C(=O)c1cccc2ccccc12,experimental
DB13653,CC(C)N1CCC(N(C(=O)Cc2ccccc2)c2ccc(Cl)cc2)CC1,experimental
DB13656,Clc1cc(Cl)c2c(c1)CCc1ccccc1C2n1ccnc1,experimental
DB13657,CC(=O)Nc1ccc(OC(=O)c2ccccc2OC(C)=O)cc1,approved
DB13660,CCC(Oc1ccccc1)C(=O)NC1C(=O)N2C(C(=O)O)C(C)(C)S[C@H]12,experimental
DB13665,COc1ccccc1N1CCN(CCCC(=O)c2ccc(F)cc2)CC1,experimental
DB13666,C[N+]1(CCC(O)(c2ccccc2)c2cccs2)CCOCC1,experimental
DB13671,S=C1SCN(Cc2ccccc2)CN1Cc1ccccc1,experimental
DB13672,CC(C(=O)N1c2ccccc2Sc2ccccc21)N(C)C,experimental
DB13675,Cc1ccc(S(=O)(=O)NC(=O)NC2CCCCC2)cc1N,experimental
DB13678,O=C(OCCN1CCCCC1)C1(C2CCCCC2)CCCCC1,experimental
DB13681,CCCCN(CCCC)CCNc1nc(-c2ccccc2)no1,experimental
DB13683,CCCCc1cc2ccccc2c(OCCN(C)C)n1,experimental
DB13685,C#C[C@]1(O)CC[C@H]2[C@@H]3CC=C4C=C(OC5CCCC5)CC[C@@H]4[C@H]3CC[C@@]21C,experimental
DB13686,COC(C(=O)NC1C(=O)N2C(C(=O)O)C(C)(C)S[C@H]12)c1ccc(Cl)c(Cl)c1,experimental
DB13687,CC(CCN1CCN(c2ccc(F)cc2)CC1)NC(=O)c1cccnc1,experimental
DB13689,C=C1/C(=C\C=C2/CCC[C@]3(C)[C@@H]([C@H](C)CC[C@@H](O)C(C)C)CC[C@@H]23)C[C@@H](O)C[C@@H]1O,experimental; investigational
DB13692,COc1cc(C[C@@H]2NCCc3cc(O)c(O)cc32)cc(OC)c1OC,experimental
DB13693,CC1(C)S[C@@H]2C(NC(=O)C(c3ccccc3)S(=O)(=O)O)C(=O)N2C1C(=O)O,experimental
DB13694,CN(CCCCCCN(C)C(=O)Oc1ccc[n+](C)c1)C(=O)Oc1ccc[n+](C)c1,experimental
DB13695,CC[N+](C)(CC)CCOC(=O)C(O)(c1cccs1)C1CCCC1,experimental
DB13708,NS(=O)(=O)c1cc2c(cc1Cl)NC(c1ccccc1)NC2=O,experimental
DB13710,CC1=CC(=O)C[C@@H]2CC[C@H]3[C@@H]4CC[C@H](O)[C@@]4(C)CC[C@@H]3[C@@]12C,experimental
DB13713,OC(c1ccccc1)(c1ccccc1)C1CN2CCC1CC2,experimental
DB13716,CCCCOC(=O)c1ccccc1C(=O)OCCCC,experimental
DB13718,CC[C@H]1C[N@@]2CC[C@H]1C[C@H]2[C@H](O)c1ccnc2ccc(OC)cc12,experimental
DB13720,C[N+]1(C)CCC(=C(c2ccccc2)c2ccccc2)CC1,approved; vet_approved; withdrawn
DB13725,CC(CC(c1ccccc1)c1ccccc1)NC(C)(C)C,experimental
DB13728,C[C@@H]1C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C(Cl)=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,experimental
DB13729,CN(C)C(=O)COC(=O)Cc1ccc(OC(=O)c2ccc(N=C(N)N)cc2)cc1,experimental
DB13731,CCC(C(=O)OCCOCCN(CC)CC)c1ccccc1,experimental
DB13738,CCN(CC)CCNC(C(=O)OCCC(C)C)c1ccccc1,experimental
DB13739,CC(=O)OCOC(=O)C1N2C(=O)C(NC(=O)Cc3ccccc3)[C@H]2SC1(C)C,experimental
DB13744,CCn1cc(C(=O)O)c(=O)c2cnc(N3CCCC3)nc21,experimental
DB13746,C=CCC1=C(C)C(OC(=O)C2C(C=C(C)C)C2(C)C)CC1=O,approved; experimental
DB13750,ON=Cc1cc[n+](COC[n+]2ccc(C=NO)cc2)cc1,experimental
DB13752,CC(C)=CC1C(C(=O)OCN2C(=O)C3=C(CCCC3)C2=O)C1(C)C,experimental
DB13753,O=C(OCCN1CCCCCC1)C(c1ccsc1)C1CCCCC1,experimental
DB13757,N#Cc1ccccc1OCC(O)CNCCNC(=O)Cc1ccc(O)cc1,experimental
DB13759,C[N+]1(CCC(C(N)=O)(c2ccccc2)c2ccccc2)CCCCC1,experimental
DB13760,CN(C)Cc1ccc(CSCCN=C(C[N+](=O)[O-])NCc2ccc3c(c2)OCO3)o1,experimental; investigational
DB13762,COCCCOc1ccnc(C[S@@+]([O-])c2nc3ccccc3[nH]2)c1C,experimental
DB13767,Cn1nnc2ccc([C@H](c3ccc(Cl)cc3)n3cncn3)cc21,experimental
DB13769,CC[N+](C)(CC)CCOC(c1ccccc1)c1ccccc1,experimental
DB13772,CN1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn4c3c2SCC4)CC1,experimental
DB13775,CC(C)(C)NCC(O)COc1cccc2c1SCCC2,experimental
DB13780,CC(C)(Oc1ccc(Cl)cc1)C(=O)O.CC(C)(Oc1ccc(Cl)cc1)C(=O)O.[Al+3],experimental
DB13781,O=C(NCCNCC(O)COc1ccc(O)cc1)N1CCOCC1,approved
DB13782,C[N+](C)([O-])CCCN1c2ccccc2CCc2ccccc21,experimental
DB13783,COc1ccc2c(c1)c(CC(=O)OCC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,approved; investigational
DB13784,CC(CN1CCN(CCOCCO)CC1)CN1c2ccccc2Sc2ccccc21,experimental
DB13787,CCOC(=O)[C@]1(c2ccccc2)CCC=C[C@H]1N(C)C,experimental
DB13788,Cc1ccccc1CN1CCN(CCOC(c2ccccc2)c2ccccc2Cl)CC1,experimental
DB13790,O=C(COc1ccc(Cl)cc1)N1CCN(Cc2ccc3c(c2)OCO3)CC1,experimental
DB13792,C[C@@H]1CCC[C@H](C)N1NC(=O)c1ccc(Cl)c(S(N)(=O)=O)c1,experimental
DB13793,CC[C@]12CCCN3CCc4c(n(c5ccccc45)C(=O)C1)[C@@H]32,experimental
DB13794,CN(C)CCOCCOC(=O)N1c2ccccc2Sc2ccccc21,experimental
DB13795,COc1cc(Cc2cnc(N)nc2N)cc(OC)c1Br,experimental
DB13796,CC(C)(C)c1ccc2c(S(=O)(=O)O)c(C(C)(C)C)ccc2c1,experimental
DB13803,Cc1cccc(C)c1NC(=O)c1cc(S(N)(=O)=O)c(Cl)cc1O,experimental
DB13806,O=C1N(c2ccccc2)c2ccccc2C1(Cc1ccncc1)Cc1ccncc1,experimental
DB13808,CN1CCc2c(c3ccccc3n2Cc2ccccc2)C1,experimental
DB13815,CCN(CC)CCOC(=O)c1cccc(-c2ccccc2)c1O,experimental
DB13819,CCC(c1ccccc1)c1noc(CCN(CC)CC)n1,experimental
DB13820,CC(CN(C)C)CN1c2ccccc2S(=O)(=O)c2ccccc21,experimental
DB13822,COc1ccc2c(c1)C(O)(CCCN(C)C)c1ccccc1S2,experimental
DB13823,CCn1cc(C(=O)O)c(=O)c2cnc(N3CCNCC3)nc21,experimental
DB13824,COC(=O)CCC=C=CCC1C(=O)C[C@H](O)[C@H]1/C=C/[C@H](O)COc1ccccc1,experimental
DB13825,CC(CCN1CCOCC1)OC(=O)C1(c2ccccc2)CCOCC1,experimental
DB13830,CC(=O)c1c([O-])c(C)c([O-])c2c1OC1=CC(=O)C(C(C)=O)C(=O)C12C.[Cu+2],experimental
DB13833,C[N+]1(C)[C@@H]2CC[C@H]1C[C@@H](OC(=O)C(CO)c1ccccc1)C2,experimental
DB13835,CCN(CC)CCn1c(=O)c(Cc2ccc(OC)cc2)nc2ccccc21,experimental
DB13836,C=NC(C(=O)NC1C(=O)N2C(C(=O)O)C(C)(C)S[C@H]12)c1ccccc1,experimental
DB13837,O=C1C(O)N=C(c2ccccc2F)c2cc(Cl)ccc2N1CCO,experimental
DB13840,CC(CN1c2ccccc2Sc2ccccc21)[N+](C)(C)CCO,experimental
DB13841,OCCN1CCN(CCC=C2c3ccccc3Sc3ccc(Cl)cc32)CC1,experimental
DB13842,Cn1c(=O)c2c(ncn2CCOC(=O)c2cccnc2)n(C)c1=O,experimental
DB13843,C[C@]12C=CC(=O)C=C1C(Cl)=CC1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO,experimental
DB13844,CC[N+]1(C)CCCC(OC(=O)C(O)(c2ccccc2)c2ccccc2)C1,experimental
DB13845,CCN(CC)CCOc1ccccc1C(=O)CCc1ccccc1,experimental
DB13846,Clc1ccc(CC(=CCN2CCCC2)c2ccccc2)cc1,experimental
DB13849,CN(C)C(=O)CCCOC(=O)C(C)(C)Oc1ccc(Cl)cc1,experimental
DB13850,COC1CC(=C(c2cccs2)c2cccs2)C[N+](C)(C)C1,experimental
DB13851,CCO[C@H]1O[C@@H]2O[C@@]3(C)CC[C@H]4[C@H](C)CC[C@@H]([C@H]1C)[C@@]24OO3,approved
DB13855,O=C(N/N=C/c1ccc([N+](=O)[O-])o1)c1ccc(O)cc1,experimental
DB13856,C[C@]12C=CC(=O)C=C1[C@@H](F)C[C@H]1[C@@H]3C[C@@H](O)[C@](O)(C(=O)CO)[C@@]3(C)C[C@H](Cl)[C@@]12Cl,experimental
DB13857,CC(=O)[C@@]1(C)CC[C@H]2C3=C(CC[C@@]21C)C1=C(CC3)CC(=O)CC1,experimental
DB13858,CCN(CC)CCOc1ccc2nc(N(C)C)sc2c1,approved; withdrawn
DB13866,C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=C[C@@H](O)CC[C@@H]4[C@H]3CC[C@@]21C,experimental
DB13867,C[C@@H]1C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)SCF,approved; experimental
DB13872,CN1C(=O)C(O)N=C(c2ccccc2Cl)c2cc(Cl)ccc21,approved
DB13873,CC(C)(Oc1ccc(C(=O)c2ccc(Cl)cc2)cc1)C(=O)O,approved
DB13874,CC(C)(O)CNc1nc(Nc2ccnc(C(F)(F)F)c2)nc(-c2cccc(C(F)(F)F)n2)n1,approved; investigational
DB13918,COC(=O)C(C)Oc1ccc(Oc2ccc(Cl)cc2Cl)cc1,experimental
DB13919,CCOc1nc2cccc(C(=O)O)c2n1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,experimental
DB13927,Brc1cccc(-c2cc(-c3ccc4c(c3)OCO4)[nH]n2)c1,experimental
DB13930,CC(C)Nc1cc(-c2c[nH]c(C(=O)N[C@H](CO)c3cccc(Cl)c3)c2)c(Cl)cn1,investigational
DB13934,N#Cc1ccc(N2CCC[C@@H]2[C@@H](O)C(F)(F)F)cc1C(F)(F)F,investigational
DB13935,N#Cc1ccc(N2[C@@H]3CC[C@H]2C[C@@H](O)C3)c2ccccc12,experimental
DB13936,C[C@@]1(C(=O)Nc2ccc(C#N)c(C(F)(F)F)c2)CC(C(F)(F)F)=NN1,experimental
DB13937,CCc1c(C)c2c3c(Cl)cc(=O)[nH]c3ccc2n1CC(F)(F)F,experimental
DB13938,CN(C)[C@H]1C[C@@H](C(C)(C)CO)Nc2ccc([N+](=O)[O-])cc21,experimental
DB13939,Cc1c(N[C@@H](c2nnc(-c3ccc(C#N)cc3)o2)[C@H](C)O)ccc(C#N)c1Cl,experimental; investigational
DB13948,COc1cc(CCNCc2ccccc2O)c(OC)cc1C#N,experimental
DB13950,Cc1c(C(=O)c2cccc3ccccc23)c2cccc3c2n1[C@H](CN1CCOCC1)CO3,experimental
DB13951,CC(=O)O[C@H]1CC[C@H]2[C@@H]3CC[C@H]4CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,experimental
DB13952,CC(=O)Oc1ccc2c(c1)CC[C@@H]1[C@@H]2CC[C@]2(C)[C@@H](O)CC[C@@H]12,approved; investigational; vet_approved
DB13953,C[C@]12CC[C@@H]3c4ccc(OC(=O)c5ccccc5)cc4CC[C@H]3[C@@H]1CC[C@@H]2O,approved; investigational; vet_approved
DB13956,CCCCC(=O)O[C@H]1CC[C@H]2[C@@H]3CCc4cc(O)ccc4[C@H]3CC[C@]12C,approved; investigational; vet_approved
DB13957,COc1cccc(/C=N/N(C(=O)C(F)(F)F)c2ccc(C)cc2C)c1,experimental
DB13958,CC(=O)O[C@H]1CC[C@H]2[C@@H]3[C@H](C)C=C4CC(=O)CCC4[C@H]3CC[C@]12C,experimental
DB13981,CC(=O)O[C@]1(C(C)=O)CC[C@H]2C3=CC(C)=C4CC(=O)CCC4[C@H]3CC[C@@]21C,approved; investigational
DB13983,COc1c(O)c(OC)c2oc(-c3ccccc3O)cc(=O)c2c1O,experimental
DB13988,CC1CCN(CC[C@H]2CCCN2S(=O)(=O)c2cccc(O)c2)CC1,investigational
DB13989,NS(=O)(=O)c1cc2c(cc1Cl)NC(CSCC(F)(F)F)NS2(=O)=O,experimental
DB13991,c1ccc(-c2cc(CCC3CCNCC3)c3ccccc3n2)cc1,experimental
DB13993,Cn1ncnc1COc1nn2c(-c3c(F)cccc3F)nnc2cc1C1CCC1,experimental
DB13994,CCCNC(=O)c1nnc2c(-c3c(F)cccc3OC)cccc2c1N,investigational
DB14008,COc1c(O)cc2oc(-c3ccc(O)cc3)cc(=O)c2c1O,experimental
DB14013,CCOC(=O)N1CCC(CN(Cc2ccc(Cl)cc2)Cc2ccc([N+](=O)[O-])s2)C1,experimental
DB14014,CCCCCNC(=O)N1CCC(CN(Cc2ccc(Cl)cc2)Cc2ccc([N+](=O)[O-])s2)C1,experimental
DB14025,NC1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn(C4CC4)c3c2Cl)C1,investigational
DB14029,N#Cc1ccc(-c2cc(C3CC4CCC3N4)cnc2F)cc1,experimental
DB14030,C[C@@H](Cc1ccsc1)NC(=O)NC[C@H](Cc1ccc(O)cc1)N(C)C,experimental
DB14033,CC(=O)N(c1onc(C)c1C)S(=O)(=O)c1ccc(N)cc1,approved; vet_approved
DB14034,Cc1oc(-c2ccccc2)nc1CCC(=O)c1ccc(Cc2sc(=O)[nH]c2O)cc1,experimental
DB14035,O=c1[nH]c(O)c(Cc2ccc3c(c2)CC[C@H](Cc2ccccc2)O3)s1,experimental
DB14043,CCCCCCCCCCCCCCCC(=O)NCCO,experimental; nutraceutical
DB14050,C=C(C)[C@@H]1CCC(C)=C[C@H]1c1c(O)cc(CCC)cc1O,investigational
DB14055,CC(=O)C[C@@H](c1ccccc1)c1c(O)c2ccccc2oc1=O,experimental; investigational
DB14059,NS(=O)(=O)c1ccc(-n2nc(C(F)(F)F)cc2-c2ccc(Cl)cc2)cc1,experimental; investigational
DB14060,CS(=O)(=O)Nc1ccc([N+](=O)[O-])cc1OC1CCCCC1,experimental
DB14061,CCN(CC)CCNc1ccc(CO)c2sc3ccccc3c(=O)c12,experimental
DB14064,CC(C)C(C#N)(CCCN(C)CCc1ccccc1)c1ccccc1,experimental
DB14065,COc1ccc(CN2CCN(C(c3ccc(F)cc3)c3ccc(F)cc3)CC2)c(OC)c1OC,experimental
DB14083,CC(C)(c1ccc(OCC2CO2)cc1)c1ccc(OCC2CO2)cc1,approved; experimental
DB14086,Oc1cc(O)c2c(c1)O[C@H](c1ccc(O)c(O)c1)[C@@H](O)C2,approved; withdrawn
DB14093,[3H]C1=C2CC(=O)C([3H])C([3H])[C@]2(C)[C@H]2CC[C@]3(C)[C@@H](O)CC[C@H]3[C@@H]2C1[3H],experimental
DB14119,CCCCCCCCCCCCCC[C@@H](O)[C@@H](O)[C@@H](N)CO,experimental
DB14122,COc1cc(O)cc(O)c1C(=O)/C=C/c1ccccc1,experimental
DB14125,O=C(O)CN1C(=O)C(NC(CCc2ccccc2)C(=O)O)CCc2ccccc21,experimental
DB14127,CC(C[C@@H](Cc1ccc(-c2ccccc2)cc1)NC(=O)CCC(=O)O)C(=O)O,experimental
DB14129,COc1cc(C[C@H](C)[C@H](C)Cc2ccc3c(c2)OCO3)ccc1O,experimental
DB14194,CCCCN(CCCC)C(=S)[S-].CCCCN(CCCC)C(=S)[S-].[Zn+2],approved; experimental
DB14196,c1ccc(Nc2ccc(NC3CCCCC3)cc2)cc1,approved
DB14203,CCN(CCO)c1ccc(/N=N/c2ncc([N+](=O)[O-])s2)c(C)c1,approved; experimental
DB14207,O=C(O)C1C[C@@H](C2CCCCC2)CN1C(=O)CP(=O)(O)CCCCc1ccccc1,experimental
DB14208,CC(NC(CCc1ccccc1)C(=O)O)C(=O)N1C(C(=O)O)C[C@@H]2CCC[C@@H]21,experimental
DB14209,CC(NC(CCc1ccccc1)C(=O)O)C(=O)N1C(C(=O)O)C[C@H]2CCCC[C@@H]21,experimental
DB14210,COc1cc2c(cc1OC)CN(C(=O)C(C)NC(CCc1ccccc1)C(=O)O)C(C(=O)O)C2,experimental
DB14213,CCCC(NC(C)C(=O)N1C(C(=O)O)C[C@@H]2CCCC[C@@H]21)C(=O)O,experimental
DB14217,CC(NC(CCc1ccccc1)C(=O)O)C(=O)N1Cc2ccccc2CC1C(=O)O,experimental
DB14221,CCC(=O)O[C@]1(C(=O)CO)[C@@H](C)C[C@H]2[C@@H]3CC=C4CC(=O)C=C[C@]4(C)[C@@]3(Cl)[C@@H](O)C[C@@]21C,experimental
DB14232,Oc1ccc(C(c2ccc(O)cc2)c2ccccn2)cc1,experimental
DB14486,NC(=O)c1cccnc1.OCC(O)c1oc(O)c(O)c1O,approved; nutraceutical
DB14538,CCC(=O)O[C@]1(C(=O)COC(C)=O)CC[C@H]2[C@@H]3CC=C4CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,experimental; vet_approved
DB14539,CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CC=C4CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,approved; vet_approved
DB14540,CCCC(=O)O[C@]1(C(=O)CO)CC[C@H]2[C@@H]3CC=C4CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,approved; vet_approved
DB14542,C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)COP(=O)(O)O,approved; vet_approved
DB14544,CCCCC(=O)O[C@]1(C(=O)CO)CC[C@H]2[C@@H]3CC=C4CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,approved; vet_approved
DB14545,C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)COC(=O)CCC(=O)O,approved
DB14569,Cn1nnc(-c2ccc(-c3ccc(N4C[C@H](CO)OC4=O)cc3F)cn2)n1,approved; investigational
DB14570,CC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CC=C4CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C,experimental
DB14583,C=C1C[C@H]2[C@@H]3CC=C4CC(=O)CCC4[C@H]3CC[C@]2(C)[C@@]1(OC(C)=O)C(C)=O,approved; experimental; investigational
DB14584,C=C1C[C@H]2[C@@H]3CC=C4CC(=O)CCC4[C@H]3CC[C@]2(C)[C@@]1(O)C(C)=O,experimental
DB14596,CCOC(=O)O[C@]1(C(=O)OCCl)CC[C@H]2[C@@H]3CC=C4CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,approved
DB14624,C[C@]12CC[C@@H]3C4=C(CC[C@H]3[C@@H]1CC[C@@H]2OS(=O)(=O)O)CC(=O)CC4,experimental; investigational
DB14625,CC(=O)OCC(=O)[C@@]1(O)[C@@H](C)C[C@H]2[C@@H]3CC=C4CC(=O)C=C[C@]4(C)C3C(=O)C[C@@]21C,experimental
DB14626,CC(=O)O[C@H]1CC[C@@]2(C)C(=CC[C@@H]3[C@@H]2CC[C@]2(C)C(C(C)=O)CC[C@@H]32)C1,investigational
DB14627,CC(=O)Oc1ccc(C2(c3ccc(OC(C)=O)cc3)C(=O)Nc3ccccc32)cc1,approved; investigational; withdrawn
DB14631,C[C@]12C=CC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)COP(=O)(O)O,approved; vet_approved
